isbn;title_ol;title_az;reading_age;grade;cover_url
1455813710;Everfound: Library Edition;Neal Shusterman;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51u1bcDh9XL.jpg
1633755150;Forget Tomorrow;Pintip Dunn;13+ years;10 - 12;https://m.media-amazon.com/images/I/9130sO7WXTL.jpg
1633755096;Chasing Truth;Julie Cross;12 - 17 years;8 - 12;https://m.media-amazon.com/images/I/71v4JOOZ0EL.jpg
0439796539;Dirty Liar;Brian James;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41kJ5gggOZL.jpg
159643113X;Bone by Bone by Bone;Tony Johnston;12 - 18 years;7 - 9;https://m.media-amazon.com/images/I/61njfuUccPL.jpg
1451635826;Between the Lines;Jodi Picoult;12 years and up;7 - 12;https://m.media-amazon.com/images/I/51cJKQo4E-L.jpg
0439729912;Friends: Stories About New Friends, Old Friends, And Unexpectedly True Friends;Meg Cabot;8 - 12 years;3 - 7;https://m.media-amazon.com/images/I/51+7yOJDChL.jpg
1467988871;The Lodestone;J. Philip Horne;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/713-KjpI-HL.jpg
0525468633;Postcards from No Man's Land;Aidan Chambers;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51Z17TVE1TL.jpg
1624145604;The Queen Underneath;Stacey Filak;18 years and up;10 - 12;https://m.media-amazon.com/images/I/A1UTbKcoGyL.jpg
1558610545;The Mer-Child: A Legend for Children and Other Adults;Robin Morgan;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/61Bh1kcvIfL.jpg
0590418181;The Day the Eighth Grade Ran the School;Kate Kenyon;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/5136PioZQpL.jpg
0590429949;Molly by Any Other Name;Jean Davies Okimoto;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51iBujkGnfL.jpg
0142425168;Elemental;Antony John;12 years and up;7 - 9;https://m.media-amazon.com/images/I/91KExNFA+QL.jpg
0399254609;The Julian Game;Adele Griffin;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/51JsrXFoQqL.jpg
1440563896;Deceived;Julie Anne Lindsey;14 - 18 years;8 - 12;https://m.media-amazon.com/images/I/71fh5CTgFuL.jpg
014242515X;Darkwater;Catherine Fisher;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51CUIC-GCdL.jpg
0385371063;The Summer I Saved the World . . . in 65 Days;Michele Weber Hurwitz;10 - 12 years;5 - 6;https://m.media-amazon.com/images/I/51DffnxI7SL.jpg
155661067X;Journey to Nowhere;Judy Baer;12 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/A1LmwErxOOL.jpg
0061721549;Never Bite a Boy on the First Date;Tamara Summers;13 years and up;7 - 12;https://m.media-amazon.com/images/I/41Sz315f+RL.jpg
0761327479;How I Fell in Love and Learned to Shoot Free Throws;Jon Ripslinger;12 - 17 years;7 - 12;https://m.media-amazon.com/images/I/513E0KST0SL.jpg
0349002061;Unspeakable;Abbie Rushton;12 years and up;7 and up;https://m.media-amazon.com/images/I/51HKLetBJQL.jpg
0440239443;Anatomy of a Boyfriend;Daria Snadowsky;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/71iYi68L8lL.jpg
1940363292;The Wicked Awakening of Anne Merchant: Book Two of the V Trilogy;Joanna Wiebe;13 years and up;7 - 9;https://m.media-amazon.com/images/I/91l8GdkP5SL.jpg
0545069726;The Ghosts Of Ashbury High;Jaclyn Moriarty;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51KeMpD9AbL.jpg
0316734357;The A-List: A Novel;Zoey Dean;15 years and up;10 and up;https://m.media-amazon.com/images/I/41bHL6VCQqL.jpg
1442409282;A Beautiful Evil;Kelly Keaton;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51ugfMf2TWL.jpg
1479283231;Freedom Road;T.M. Souders;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/8181uWXRuvL.jpg
055328634X;The Duplicate;William Sleator;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/61FWAYMAVBL.jpg
0689875460;The Revenge of the Wannabes;Lisi Harrison;11+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/71Rdu06VXOL.jpg
1618220373;Strays: A Novel;Jennifer Caloyeras;12 - 17 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/61-DcJySNQL.jpg
0316115002;The Pretty Committee Strikes Back;Lisi Harrison;12 years and up;7 and up;https://m.media-amazon.com/images/I/51DmL0M17qL.jpg
1442495995;The Bane Chronicles;Cassandra Clare;14 years and up;9 - 12;https://m.media-amazon.com/images/I/81a4pfgvmML.jpg
0553157663;JESSICA THE ROCK STAR;Francine Pascal;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/21KQH6NAJ8L.jpg
0553158244;JESSICA'S SECRETS;Francine Pascal;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/212NBGXK96L.jpg
0553157477;JESSICA ON STAGE;Francine Pascal;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/21NHHS26W7L.jpg
0553156551;Best Friends;Francine Pascal;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/5111JFJ4EFL.jpg
0553480510;The Magic Christmas;Francine Pascal;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/51F6X4SRWXL.jpg
0762435771;Cathy's Key: If Found Please Call 650-266-8202;Jordan Weisman;12 years and up;7 and up;https://m.media-amazon.com/images/I/51mxi6n7whL.jpg
098912181X;The Legend of the Blue Eyes: Book One of the Blue Eyes Trilogy;B. Kristin McMichael;13 - 17 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51QT1O0EUVL.jpg
0786839171;The Warrior Heir;Cinda Williams Chima;10+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/91U6crga1fL.jpg
1595140913;M or F?;Lisa Papademetriou;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/11XNEZA7EHL.jpg
1599906430;Magic Under Stone;Jaclyn Dolamore;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/71WGqk5l7DL.jpg
0803730632;Marly's Ghost;David Levithan;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/71EUYIDA2WL.jpg
0060824085;Split Screen: Attack of the Soul-Sucking Brain Zombies / Bride of the Soul-Sucking Brain Zombies;Brent Hartinger;14 years and up;10 - 12;https://m.media-amazon.com/images/I/51sOa6A8B3L.jpg
0060567279;Grand & Humble;Brent Hartinger;14 years and up;10 - 12;https://m.media-amazon.com/images/I/417JQ2N8NZL.jpg
0689869177;Fake;Francine Pascal;16 years and up;10 - 12;https://m.media-amazon.com/images/I/51GC7SNZ6ML.jpg
1599906422;My Favorite Mistake: An A Circuit Novel;Georgina Bloomberg;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/71iGwlDDdGL.jpg
0060012234;Geography Club;Brent Hartinger;14 - 17 years;9 and up;https://m.media-amazon.com/images/I/51D40IPYYAL.jpg
0671730681;WRONG TRACK;Carolyn Keene;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/517S+DDhXSL.jpg
1405273429;The Alex Crow;Translator Andrew Smith Sir;14 - 17 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/91KymdOydBL.jpg
1503950298;Darkness Fair;Rachel A. Marks;14 - 18 years;9 - 12;https://m.media-amazon.com/images/I/51qkCuUh5iL.jpg
1442423498;The Fallen 3: End of Days;Thomas E. Sniegoski;14 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51qNRqEX+SL.jpg
1402545568;The House of the Scorpion;Nancy Farmer;11+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/81+zhoIoUiL.jpg
0152052216;East;Edith Pattou;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51M5FPM6ItL.jpg
1626254192;Self-Esteem for Teens: Six Principles for Creating the Life You Want;Lisa M. Schab LCSW;13 years and up;6 - 12;https://m.media-amazon.com/images/I/71KQlRouORL.jpg
0812908015;Jay's Journal;Beatrice Sparks;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51+T1wg7b5L.jpg
0670060178;Thou Shalt Not Dump the Skater & other commandments I have broken;Rosemary Graham;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/415SWD16PQL.jpg
1405264381;Cry Wolf!;Sienna Mercer;9 - 11 years;4 - 6;https://m.media-amazon.com/images/I/719M4FbZmRL.jpg
0670061794;Epic;Conor Kostick;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51bxqsm6xbL.jpg
0375822739;The City of Ember: The First Book of Ember;Jeanne DuPrau;9 - 12 years;3 - 7;https://m.media-amazon.com/images/I/91ktfVpGE7L.jpg
0761339086;City of Screams;John Brindley;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/415JDTjZZaL.jpg
1524715301;Gray Wolf Island;Tracey Neithercott;14 years and up;9 - 12;https://m.media-amazon.com/images/I/91ZVkSlZ1XL.jpg
1459804198;Night Terrors;Sean Rodman;12 - 17 years;8 - 12;https://m.media-amazon.com/images/I/71GIVWh89WL.jpg
0062222694;Great;Sara Benincasa;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/41s2bcAJFSL.jpg
1484708342;Race the Night;Kirsten Hubbard;8 - 12 years;3 - 7;https://m.media-amazon.com/images/I/61Q71gmqFxL.jpg
1484723678;All In;Jennifer Lynn Barnes;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/51nt-DoMDGL.jpg
0062217089;Reboot;Amy Tintera;13 - 17 years;8 - 9;https://m.media-amazon.com/images/I/61EIcmXoNJL.jpg
006211896X;He Said, She Said;Kwame Alexander;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/51bXtwCS8gL.jpg
043970913X;Plastic Angel;Nerissa Nields;8 - 12 years;3 - 7;https://m.media-amazon.com/images/I/413GGXBPJ7L.jpg
1929345062;Jesus Jackson;James Ryan Daley;14 - 18 years;8 - 12;https://m.media-amazon.com/images/I/919LNx4YxjL.jpg
1402256361;I'm Not Her;Janet Gurtler;13 - 17 years;7 - 12;https://m.media-amazon.com/images/I/51FfOGXLKeL.jpg
1442409770;Keep Sweet;Michele Dominguez Greene;14 years and up;9 - 12;https://m.media-amazon.com/images/I/61gyymX2Z5L.jpg
0316014567;Sweethearts;Sara Zarr;12 years and up;7 and up;https://m.media-amazon.com/images/I/31cjEoPJYzL.jpg
0060753285;Ariel;Grace Tiffany;12 - 15 years;9 and up;https://m.media-amazon.com/images/I/51hLUhsjIgL.jpg
0670067504;The Art of Getting Stared At;Laura Langston;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/71RuwY+Ho2L.jpg
073871304X;Nothing;Robin Friedman;READINGAGE_MISSING_AZ;7 - 12;https://m.media-amazon.com/images/I/71WFTajpBhL.jpg
0440205395;Secret, Silent Screams;Joan Lowery Nixon;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/51WG9KHVzLL.jpg
0316014540;Story of a Girl;Sara Zarr;12 years and up;7 and up;https://m.media-amazon.com/images/I/41V4kTInRuL.jpg
0756504805;Cinco de Mayo;Alice K. Flanagan;8 - 10 years;1 - 6;https://m.media-amazon.com/images/I/61u5yoWcVHL.jpg
0374479682;Tribute to Another Dead Rock Star;Randy Powell;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/81JSzs3-EfL.jpg
1619631598;The Academy: Love Match;Monica Seles;12 - 17 years;7 - 9;https://m.media-amazon.com/images/I/81Ez85KmH2L.jpg
0307747840;Here's to You, Rachel Robinson;Judy Blume;10 years and up;5 - 9;https://m.media-amazon.com/images/I/51BNj5MoQZL.jpg
0802735924;Hysteria;Megan Miranda;14 - 17 years;10 - 12;https://m.media-amazon.com/images/I/91SQwly42dL.jpg
0590477862;Let Me Tell You How I Died;Sinclair Smith;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/1169EQ3E5BL.jpg
0590461265;Dream Date;Sinclair Smith;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/417S28MDS8L.jpg
0060793899;Undine;Penni Russon;13 years and up;8 - 9;https://m.media-amazon.com/images/I/51eBPFn1-fL.jpg
1940215374;Polarity in Motion;Brenda Vicars;12 - 15 years;7 - 10;https://m.media-amazon.com/images/I/71Peeh3bMyL.jpg
0142407461;Swede Dreams;Eva Apelqvist;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51bpXASEdjL.jpg
1611162548;A Fistful of God;Therese M. Travis;12 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51++nLBbP4L.jpg
0375869190;The Brides of Rollrock Island;Margo Lanagan;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51V9aFrJT3L.jpg
0553534777;Up From the Sea;Leza Lowitz;12 - 17 years;7 - 9;https://m.media-amazon.com/images/I/A1TFbaT+-kL.jpg
1634221915;Bad Bloods: November Snow;Shannon A. Thompson;15 - 18 years;10 - 12;https://m.media-amazon.com/images/I/71tcBGt7AYL.jpg
006051549X;Alice MacLeod, Realist at Last;Susan Juby;12 - 18 years;10 - 12;https://m.media-amazon.com/images/I/51FPNK7902L.jpg
1611162580;The Circle Girls;Anya Novikov;12 years and up;7 - 6;https://m.media-amazon.com/images/I/51fqqqI8k2L.jpg
125004524X;Broken Hearts, Fences and Other Things to Mend;Katie Finn;13 - 18 years;7 - 9;https://m.media-amazon.com/images/I/6148hSIw-ML.jpg
1250036429;Monument 14: Savage Drift;Emmy Laybourne;13 - 18 years;7 - 9;https://m.media-amazon.com/images/I/91-PFPmGDbL.jpg
1551434881;Sewer Rats;Sigmund Brouwer;9 - 12 years;4 - 7;https://m.media-amazon.com/images/I/61ZISxQQp1L.jpg
9888240390;Five Nice Mice Build a House;Chisato Tashiro;3 - 5 years;Preschool - Kindergarten;https://m.media-amazon.com/images/I/A1sb482lwnL.jpg
148475025X;Starfall;Melissa Landers;14 years and up;9 and up;https://m.media-amazon.com/images/I/61BNKxm95rL.jpg
0062223674;I Am Number Four: The Lost Files: Secret Histories;Pittacus Lore;14 - 17 years;9 and up;https://m.media-amazon.com/images/I/51JULEVhUsL.jpg
0385676581;The Taming;Teresa Toten;14 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/81LJucl2BAL.jpg
0553298666;BRIDIE OF THE WILD ROSE INN, 1695;Jennifer Armstrong;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/91qYobRZ1kL.jpg
0060294132;Fire-us #3: The Kiln;Jennifer Armstrong;13 years and up;8 - 9;https://m.media-amazon.com/images/I/51VCKBJNK7L.jpg
150873495X;One Dream Only;Elodie Nowodazkij;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/51uzLc5uI9L.jpg
0385737998;Anatomy of a Single Girl;Daria Snadowsky;14 years and up;9 - 12;https://m.media-amazon.com/images/I/71kIvoV18SL.jpg
1477823271;Beneath the Shine;Sarah Fine;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/61ceLCT5lHS.jpg
0373210760;Indigo Awakening;Jordan Dane;8 - 12 years;7 - 9;https://m.media-amazon.com/images/I/91PpaGufD6L.jpg
0590673270;Missing;Kate Chester;11 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51XTVQ9H3BL.jpg
1932076565;The Cat Ate My Gymsuit;Paula Danziger;READINGAGE_MISSING_AZ;4 - 6;https://m.media-amazon.com/images/I/5197EKWANML.jpg
0689872240;Message in a Bottle;Jahnna N. Malcolm;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51ZACGJGDML.jpg
1416967559;The Beat Goes On;Adele Minchin;12 years and up;7 - 9;https://m.media-amazon.com/images/I/61wR7C9kSuL.jpg
0439153093;Learning To Swim;Ann Turner;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/513WSWAPTQL.jpg
1250024633;Horde;Ann Aguirre;12 - 18 years;7 - 9;https://m.media-amazon.com/images/I/91o2Htd1SEL.jpg
0316242098;Wildlife;Fiona Wood;15 years and up;10 and up;https://m.media-amazon.com/images/I/51n96XTf2PL.jpg
1101938897;The Weight of Zero;Karen Fortunati;14 years and up;9 - 12;https://m.media-amazon.com/images/I/91b3y+d9ryL.jpg
142337956X;Eon: Dragoneye Reborn;Alison Goodman;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/71pATZtXIXL.jpg
1101938919;The Weight of Zero;Karen Fortunati;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51sU6Gf2t5L.jpg
0553562290;Jessica's Secret Love;Francine Pascal;12 years and up;7 - 9;https://m.media-amazon.com/images/I/21FP593JV8L.jpg
0525423389;Imaginary Girls;Nova Ren Suma;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41DzX0XNdnL.jpg
1416997857;"The Mortal Instruments: City of Bones; City of Ashes; City of Glass";Cassandra Clare;14 years and up;10 - 12;https://m.media-amazon.com/images/I/714eB36198L.jpg
0062216368;How to Love;Katie Cotugno;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51RklibZesL.jpg
0374399883;Hole in My Life;Jack Gantos;14 years and up;9 and up;https://m.media-amazon.com/images/I/71dLU1sCSeL.jpg
1463723067;Static;Tawny Stokes;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51IFpoT-HxL.jpg
0060743905;Black Juice;Margo Lanagan;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51hmZ4XNsfL.jpg
0613273184;Treacherous Love;Ed. Sparks, Beatrice;12 - 14 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51HeGJiVrNL.jpg
1553801865;Cursed by the Sea God;Patrick Bowman;8 - 12 years;2 - 3;https://m.media-amazon.com/images/I/71K17RQKfQL.jpg
0316608068;Vampire Mountain;Darren Shan;12 years and up;7 and up;https://m.media-amazon.com/images/I/41EEz8-2IQL.jpg
0316607096;Cirque Du Freak #6: The Vampire Prince: Book 6 in the Saga of Darren Shan;Darren Shan;12 years and up;7 and up;https://m.media-amazon.com/images/I/41KWLdkpVcL.jpg
0316606103;Cirque Du Freak #2: The Vampire's Assistant: Book 2 in the Saga of Darren Shan;Darren Shan;12 years and up;7 and up;https://m.media-amazon.com/images/I/51F8l8rClEL.jpg
1551432706;Waiting for Sarah;Bruce McBay;READINGAGE_MISSING_AZ;8 - 12;https://m.media-amazon.com/images/I/512TXQJ7M3L.jpg
1582463239;Brand-New Emily;Ginger Rue;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51mPfyJ0o9L.jpg
0553054694;Home Sweet Home;Jeanne Betancourt;12 years and up;7 - 12;https://m.media-amazon.com/images/I/516toc6bOFL.jpg
1477817301;Not Your Ordinary Wolf Girl;Emily Pohl-Weary;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/81wkLAZefjL.jpg
1551432633;Torn Away;James Heneghan;12 years and up;8 - 12;https://m.media-amazon.com/images/I/41HDE4JM4VL.jpg
1477817204;Under the Empyrean Sky;Chuck Wendig;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/517sO2IdNfL.jpg
1481492020;Book of Shadows;M. Verano;14 years and up;9 - 12;https://m.media-amazon.com/images/I/811uwvE1vuL.jpg
0399211349;I'm Not Your Other Half;Caroline B. Cooney;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/41RZC2+0lYL.jpg
0439441714;The Will Of The Empress;Tamora Pierce;8 - 12 years;3 - 7;https://m.media-amazon.com/images/I/51A11y3iJzL.jpg
1416972277;Resurrection;Nancy Holder;14 years and up;9 and up;https://m.media-amazon.com/images/I/51MClcdV3NL.jpg
0734400071;Dreamwalker;Isobelle Carmody;9 - 15 years;4 - 9;https://m.media-amazon.com/images/I/41PVX77HTXL.jpg
1938268113;Only With You;Cecilia Gray;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/41kFfaNcnPL.jpg
194670055X;Cinderella Necromancer;F.M. Boughan;12 years and up;7 - 9;https://m.media-amazon.com/images/I/71X+R3QM4HL.jpg
0147523710;The Smell of Other People's Houses;Bonnie-Sue Hitchcock;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/91KszuQdLrL.jpg
1596431180;Poison Ivy;Amy Goldman Koss;READINGAGE_MISSING_AZ;5 - 9;https://m.media-amazon.com/images/I/41wuRLUsUHL.jpg
0060086394;Escaping Tornado Season: A Story in Poems;Julie Williams;13 years and up;8 - 9;https://m.media-amazon.com/images/I/51LsvVp8AAL.jpg
1494503425;Six Months Later;Natalie D. Richards;13 - 17 years;8 - 12;https://m.media-amazon.com/images/I/41PFMKYfByL.jpg
1619631849;Sun and Moon, Ice and Snow;Jessica Day George;12 - 13 years;7 - 9;https://m.media-amazon.com/images/I/81z3lQSshmL.jpg
1613727151;Go West, Young Man;Robbie Michaels;14 years and up;7 - 9;https://m.media-amazon.com/images/I/51bg7WUR8ZL.jpg
1633920410;Seek Me In Shadows: Book Two Of The Boundless Trilogy;Danielle Ellison;15 - 18 years;10 - 12;https://m.media-amazon.com/images/I/51hLmbqGXUL.jpg
1582704678;Doable: The Girls' Guide to Accomplishing Just About Anything;Deborah Reber;12 years and up;7 - 9;https://m.media-amazon.com/images/I/41Q7yBtWWSL.jpg
158270466X;Doable: The Girls' Guide to Accomplishing Just About Anything;Deborah Reber;12 years and up;7 - 9;https://m.media-amazon.com/images/I/6113x3n7RuL.jpg
0671774646;The Seeker;Melinda Metz;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/51NG32Q7JQL.jpg
1477601961;Any Other Night;Anne Pfeffer;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/61Dsspf9GcL.jpg
1481400851;The Bullies of Wall Street: This Is How Greed Messed Up Our Economy;Sheila Bair;12 years and up;7 - 9;https://m.media-amazon.com/images/I/816NJQOcVbL.jpg
151880957X;Overwhelm;Layla;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/51HJHCUqd+L.jpg
193546275X;Call Me Amy;Marcia Strykowski;8 - 14 years;3 - 10;https://m.media-amazon.com/images/I/41OwOV99vYL.jpg
1584302445;Around The World;John Coy;8 - 10 years;3 - 4;https://m.media-amazon.com/images/I/61FB7KHR2BL.jpg
0385739796;The Language Inside;Holly Thompson;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51UOkl72ZUL.jpg
0061340588;Daylight Runner;Oisin McGann;14 years and up;9 and up;https://m.media-amazon.com/images/I/51nWih62TlL.jpg
1942664915;Emerge;Tobie Easton;12 years and up;7 - 9;https://m.media-amazon.com/images/I/61nArjxuHoL.jpg
0152061908;Looking for JJ;Anne Cassidy;12 years and up;9 - 12;https://m.media-amazon.com/images/I/51gq1-aoa7L.jpg
0061670855;The Secret Circle: The Initiation and The Captive Part I;L. J. Smith;13 - 17 years;8 - 12;https://m.media-amazon.com/images/I/51L1ucmNpQL.jpg
0060725052;Looking for Normal;Betty Monthei;10 years and up;7 - 9;https://m.media-amazon.com/images/I/41I5vAtpuRL.jpg
1599905140;Little Women and Me;Lauren Baratz-Logsted;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/71htJDnuSkL.jpg
0440402247;Pen Pals: Boys Wanted!;Sharon Dennis Wyeth;10 - 15 years;7 - 9;https://m.media-amazon.com/images/I/91FU7FAyS+L.jpg
0385679629;Apparition;Gail Gallant;14 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/81Z9Np22EUL.jpg
1781083533;The Fire Children;Lauren M. Roy;12 years and up;8 and up;https://m.media-amazon.com/images/I/81ga-8TiywL.jpg
1481403249;The Tale of Oriel;Cynthia Voigt;12 years and up;7 - 9;https://m.media-amazon.com/images/I/81ALW1gH60L.jpg
1481401270;The Summer of Chasing Mermaids;Sarah Ockler;14 years and up;9 - 12;https://m.media-amazon.com/images/I/91tGQVA-1TL.jpg
148141853X;Suicide Notes from Beautiful Girls;Lynn Weingarten;14 years and up;9 - 12;https://m.media-amazon.com/images/I/81ktef9cH5L.jpg
162798643X;The Other Me;Suzanne van Rooyen;14 - 18 years;3 - 4;https://m.media-amazon.com/images/I/61vyNLMWADL.jpg
0670015423;The Cipher;John C. Ford;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/81SE1obaDsL.jpg
1400318262;Cliques, Hicks, and Ugly Sticks;KD McCrite;9 - 12 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/81Cn+6pTrXL.jpg
0440409268;Coast to Coast;Betsy Byars;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/517FGYJXZYL.jpg
1599909219;Kiki Strike: The Empress's Tomb;Kirsten Miller;READINGAGE_MISSING_AZ;4 - 6;https://m.media-amazon.com/images/I/71dqhcBV9nL.jpg
0062062867;The Far Dawn;Kevin Emerson;13 years and up;8 - 9;https://m.media-amazon.com/images/I/51kC9uJyySL.jpg
0312641516;Future Imperfect;K. Ryer Breese;13 - 18 years;8 and up;https://m.media-amazon.com/images/I/71zFDGyaD5L.jpg
0312608667;Eyes Like Stars;Lisa Mantchev;12 - 18 years;7 - 9;https://m.media-amazon.com/images/I/71tDdGZyKeL.jpg
0440238331;Finding Grace;Alyssa Brugman;Baby - 15 years;7 - 9;https://m.media-amazon.com/images/I/51UZizcz2cL.jpg
0374324530;Freak;Marcella Pixley;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/518t1WMSc7L.jpg
1550283685;Snake;Susin Nielsen;10 - 17 years;5 - 12;https://m.media-amazon.com/images/I/51-S534BuUL.jpg
0008185379;Kook;Chris Vick;13 - 17 years;9 - 12;https://m.media-amazon.com/images/I/91QMrXgmG9L.jpg
1848122527;Me, Myself, Milly;Penelope Bush;13 years and up;8 - 9;https://m.media-amazon.com/images/I/71dVtmAa4jL.jpg
1417763027;How To Ruin A Summer Vacation;Simone Elkeles;12 - 17 years;7 - 12;https://m.media-amazon.com/images/I/41LPoslI0qL.jpg
1423185390;Mary: Unleashed;Hillary Monahan;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/51nd+0cz5bL.jpg
0316068667;Sweetly;Jackson Pearce;15 years and up;10 and up;https://m.media-amazon.com/images/I/61hf7vAhR+L.jpg
0060763760;Psyche in a Dress;Francesca Lia Block;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/61wRR9mOA7L.jpg
1934180122;Melting Stones;Tamora Pierce;10 years and up;5 - 9;https://m.media-amazon.com/images/I/81AiXY-Tb1L.jpg
0805067973;Love, Sara;Mary Beth Lundgren;12 - 16 years;7 - 9;https://m.media-amazon.com/images/I/514753H4Z1L.jpg
0547731140;Pull Down the Night;Nathan Kotecki;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51RtwVwp33L.jpg
0810995506;This Is All: The Pillow Book of Cordelia Kenn;Aidan Chambers;13 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51PFaW7WwrL.jpg
0671690566;Die Softly;Christopher Pike;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51cxV5kQxEL.jpg
0547608349;Dead is a Killer Tune;Marlene Perez;12 years and up;7 - 9;https://m.media-amazon.com/images/I/71ZZXcJ0onL.jpg
0061926191;The Secret Sisterhood of Heartbreakers;Lynn Weingarten;13 years and up;8 - 9;https://m.media-amazon.com/images/I/51iYucqTL5L.jpg
1416525734;Lost Summer;Alex McAulay;14 years and up;9 - 12;https://m.media-amazon.com/images/I/61vf8LKCemS.jpg
1629146064;Double Exposure;Bridget Birdsall;12 years and up;6 and up;https://m.media-amazon.com/images/I/71NfkETBAlL.jpg
1682628213;The Killing Jar;Jennifer Bosworth;12 - 18 years;7 - 9;https://m.media-amazon.com/images/I/815j2YNGITL.jpg
